"id","target","target_sentiment","companies_sentiment","consumers_sentiment","__split"
"925084822221049600","Gigas","positive","neutral","neutral","val"
"925076078875602944","Ferrovial","positive","neutral","neutral","train"
"925044640688074752","WallStreet","positive","positive","neutral","val"
"927807615958179840","Ibex 35","positive","positive","positive","train"
"927798671453892608","Iberdrola","positive","neutral","neutral","train"
"927648741850583040","S&amp;P","positive","neutral","neutral","train"
"927647151253008384","WallStreet","positive","positive","neutral","train"
"927624952525873152","Renta 4","neutral","neutral","neutral","val"
"927608041331097600","Wall Street","positive","positive","neutral","val"
"927595389049560960","petróleo","positive","negative","negative","train"
"927588214214447232","Madrid","positive","positive","positive","val"
"927587469612212224","petróleo","positive","negative","negative","val"
"927570051510792192","Fluidra","positive","neutral","neutral","val"
"927552976859869184","Microsoft","positive","neutral","neutral","train"
"927482194897129600","Andorra","neutral","neutral","neutral","train"
"927458515886764032","Lisboa","positive","positive","positive","train"
"927107619680063360","españolas","positive","positive","positive","train"
"927097852182060800","Ibex 35","positive","positive","positive","train"
"926810436758056832","Repsol","neutral","neutral","neutral","train"
"926797543022956416","Bershka","positive","neutral","neutral","train"
"926559545148796800","Broadcom","positive","neutral","neutral","train"
"926545786493656960","Catalunya","positive","positive","positive","test"
"926507795469520768","Think Madrid","positive","positive","positive","train"
"926498018483990400","Apple","positive","neutral","neutral","train"
"926487014660280448","pyme","positive","positive","positive","train"
"926486738293452800","pyme","positive","positive","positive","train"
"926485259264450432","pyme","positive","positive","positive","train"
"926442714916446208","Wall Street","positive","positive","neutral","train"
"926433206353702784","EEUU","positive","positive","positive","val"
"926412144165425152","Amazon","positive","neutral","neutral","test"
"926402371244130432","OpCapita","positive","neutral","neutral","train"
"926375918930726784","Repsol","positive","neutral","neutral","train"
"926361699275460608","Seguridad Social","positive","positive","positive","train"
"926358599550476416","IBEX-35","positive","positive","positive","train"
"926358527626661760","Ibex 35","positive","positive","positive","train"
"926171263772581760","Wall Street","positive","positive","neutral","train"
"926145691566477056","UK","positive","positive","positive","train"
"926145483378184192","Eurozona","positive","positive","positive","train"
"926099577207427200","EEUU","positive","positive","positive","train"
"926080366624067584","Wall Street","neutral","neutral","neutral","train"
"926064398921322368","BoE","neutral","neutral","neutral","train"
"926013564913111040","Actividad industrial","positive","positive","positive","test"
"926008374457614336","España, Irlanda y China","positive","positive","positive","train"
"925984893523423232","BoE","positive","negative","negative","train"
"925983763003265024","mercado","neutral","neutral","neutral","test"
"925826048956264448","Facebook","positive","neutral","neutral","train"
"925774666865577984","bolsas mundiales","positive","positive","positive","val"
"925757537080828032","Bitcoin","positive","neutral","positive","train"
"925639574600208384","Asia","positive","positive","positive","train"
"925489423323746432","Cabify","neutral","neutral","positive","val"
"925411058554109952","Mastercard","positive","neutral","neutral","train"
"925345786967351168","bolsa española","neutral","neutral","neutral","train"
"927821279037714432","Huawei","neutral","neutral","positive","train"
"925387815118147584","Cataluña","positive","positive","positive","train"
"928324098840776832","Gas Natural","positive","neutral","neutral","train"
"928305196744265600","petróleo","neutral","positive","positive","val"
"928229566858002432","ETFs","positive","neutral","neutral","train"
"928183276686123008","Camboya","positive","positive","positive","val"
"928182373392568448","Ibex","negative","negative","negative","train"
"928180654059282432","SANJOSE","positive","neutral","neutral","train"
"928170816579276800","Ibex","neutral","neutral","neutral","train"
"928160749364621056","Ibex","negative","negative","negative","train"
"928017001192312832","Marruecos","positive","positive","positive","val"
"927954479261143040","Indra","positive","neutral","neutral","val"
"927866921369948032","Ayuntamiento de Madrid","negative","negative","negative","val"
"927857394650091648","Rayet","positive","positive","neutral","train"
"927854896501673984","Consistorio madrileño","negative","negative","negative","train"
"928530971108012032","Ibex","positive","positive","positive","train"
"928419063226699648","Brasil","positive","positive","positive","train"
"928388224736690048","BBVA","positive","neutral","neutral","val"
"928368335825309568","Wall Street","positive","positive","neutral","test"
"928935660945399808","Cepsa","positive","neutral","neutral","train"
"928909675671760768","Ignacio González","negative","neutral","neutral","train"
"928903121241362432","Amancio Ortega","neutral","neutral","neutral","test"
"928895555148840832","Ibex 35","neutral","neutral","neutral","train"
"928654922354216832","Técnicas Reunidas","positive","neutral","neutral","train"
"930495415887294464","eurozona","positive","positive","positive","train"
"930418772778897408","Tesla","positive","neutral","neutral","train"
"930386510850994048","inflación","negative","positive","positive","train"
"930352663832727552","Abengoa","positive","neutral","neutral","train"
"930345025359286400","Ibex 35","positive","positive","positive","test"
"930167102518054784","ayuntamientos","positive","positive","positive","train"
"930148605373177600","Boeing","positive","neutral","neutral","test"
"930090736384491648","petróleo","positive","negative","negative","train"
"930059084908331008","Eurozona","positive","positive","positive","train"
"930033204601479168","Bitcoin","positive","neutral","neutral","test"
"930019035928055808","compraventa de viviendas","neutral","neutral","neutral","train"
"929994635291840384","Colonial","positive","neutral","neutral","train"
"929973000000000000","Colonial","positive","neutral","neutral","test"
"929706613551886336","eléctricas españolas","neutral","neutral","neutral","train"
"929687316494503936","Cataluña","positive","positive","positive","train"
"929662860791373824","Renfe","positive","neutral","neutral","val"
"929646751639883648","vivienda","positive","positive","positive","train"
"929364471142932352","Polanco","positive","neutral","neutral","val"
"929326437399777152","TPP","positive","positive","negative","train"
"929308860518686848","PSA","positive","neutral","neutral","train"
"929301589147508736","CaixaBank","positive","neutral","neutral","test"
"929288856251388032","Grupo Sanjose","positive","neutral","neutral","test"
"929078082086023168","Argentina","positive","positive","positive","train"
"930889271363489792","Antonio Brufau","positive","neutral","neutral","train"
"930882885619539968","funcionarios","positive","neutral","positive","val"
"930820767012524032","Cerberus","positive","neutral","neutral","train"
